track_id,duration_s,rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,chroma1_mean,chroma1_std,chroma2_mean,chroma2_std,chroma3_mean,chroma3_std,chroma4_mean,chroma4_std,chroma5_mean,chroma5_std,chroma6_mean,chroma6_std,chroma7_mean,chroma7_std,chroma8_mean,chroma8_std,chroma9_mean,chroma9_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std
079606,29.9770,0.2541,0.0552,0.2843,0.1100,3631.9732,447.7589,2581.2296,96.4464,6733.2661,257.1562,0.1995,0.1037,29.7537,24.1053,17.1024,15.9465,33.2757,11.7999,11.9029,8.9039,17.1167,6.8955,13.3433,7.0202,5.0083,6.3165,10.4004,5.5975,7.3045,5.4238,5.4750,5.1783,2.7155,5.3024,0.4171,5.2870,-0.3470,5.7968,0.4939,0.2839,0.4417,0.2658,0.4235,0.2816,0.4480,0.2641,0.4992,0.2891,0.5341,0.2895,0.5713,0.2911,0.5254,0.2817,0.4409,0.2584,0.4223,0.2501,0.4569,0.2468,0.5595,0.3089
079610,29.9770,0.2511,0.0897,0.1131,0.0754,2156.4090,639.1820,2264.4056,307.7415,5017.1175,1339.1946,0.0459,0.0599,-47.8930,47.6175,65.4317,26.0214,23.5955,22.2250,11.3240,18.9226,8.4079,16.6729,0.5119,13.4366,0.6771,10.7010,1.9628,9.4583,-0.9097,9.6107,-0.7325,9.0871,-0.4294,9.9549,2.1086,10.4754,-1.4328,8.6589,0.4065,0.3005,0.5254,0.3694,0.3923,0.2761,0.3320,0.2600,0.3765,0.2806,0.3800,0.2847,0.4796,0.3626,0.3988,0.2955,0.3653,0.2633,0.4395,0.3133,0.4142,0.2890,0.3886,0.3121
079616,29.9770,0.2359,0.0518,0.1276,0.0715,2388.2150,638.8522,2333.4027,320.6154,5295.7744,1179.4602,0.0463,0.0462,-26.1893,32.1724,55.7757,22.2400,18.0148,21.7440,22.5391,15.4858,19.4785,16.5484,4.6354,14.1706,3.6661,10.8069,-1.1739,10.0327,4.0890,10.6997,-2.1057,12.0891,-0.3283,11.4459,3.8792,9.4241,0.8447,8.8370,0.2731,0.2332,0.2312,0.2329,0.2011,0.2041,0.2069,0.1821,0.3528,0.2762,0.4274,0.3596,0.4855,0.3041,0.5329,0.3435,0.5099,0.2728,0.6076,0.3362,0.3850,0.2656,0.2750,0.2231
079741,29.9890,0.1788,0.0473,0.1100,0.0276,1836.0877,332.2362,1896.6259,261.6134,4036.6055,995.4977,0.0442,0.0320,-17.1210,18.4038,94.2791,14.0680,-8.2327,16.4053,-5.9417,7.8252,-9.2099,6.2072,-2.9532,4.7756,-9.2733,4.9693,-0.9097,4.9657,-8.4381,5.4107,1.6369,5.0769,-8.9258,4.7448,-3.9024,4.6692,-6.0671,4.1342,0.2774,0.1597,0.1396,0.1301,0.1821,0.1939,0.2501,0.1855,0.4787,0.3394,0.2938,0.2146,0.2641,0.2041,0.1830,0.1523,0.2896,0.2387,0.4347,0.3875,0.3379,0.2017,0.6332,0.3807
079973,29.9770,0.0314,0.0086,0.6157,0.0371,4788.3513,218.4883,2694.9537,86.9320,7529.6241,102.6595,0.2427,0.0797,-176.3690,31.7715,13.0417,7.4706,50.2348,15.1536,-4.5982,6.7420,23.4769,5.5724,0.4210,5.9702,10.5443,4.3681,0.7275,4.2477,2.9334,3.7963,-0.4554,3.6045,0.1167,3.8683,-0.2590,3.4638,-1.1097,3.2894,0.2521,0.1112,0.2287,0.1101,0.2320,0.0997,0.2735,0.1152,0.3312,0.1247,0.3839,0.1224,0.4411,0.1243,0.4984,0.1288,0.5565,0.1311,0.7103,0.1180,0.9933,0.0329,0.7388,0.1175
079975,29.9890,0.0221,0.0178,0.1514,0.0500,1965.0484,313.7012,1848.2935,221.0207,3987.3984,715.2308,0.0488,0.0280,-239.8483,72.3319,84.1525,17.7128,-17.1312,16.3943,19.5060,12.6207,5.2939,8.3482,6.2440,13.4885,-1.2533,10.1254,4.5541,9.3623,0.6374,8.1432,-2.7968,8.2856,4.2917,8.9899,1.9563,9.1998,1.3711,8.9423,0.4837,0.2937,0.4947,0.2954,0.4787,0.2957,0.4582,0.2926,0.4430,0.2808,0.4294,0.2831,0.4231,0.2787,0.4320,0.2942,0.4294,0.2962,0.4191,0.2840,0.4130,0.2746,0.4475,0.2858
079977,29.9890,0.0562,0.0510,0.0594,0.0319,1587.2028,293.9519,1960.8068,198.4606,3619.8777,820.5854,0.0227,0.0223,-197.0610,51.6642,96.0297,14.3976,4.2746,15.8926,15.8887,10.7547,12.1097,7.3305,6.8083,8.1433,10.8336,5.6033,7.2880,6.0572,7.2813,4.5037,8.2185,3.9904,5.5496,3.5362,4.2783,4.0675,5.5732,4.1360,0.5685,0.2799,0.7070,0.2341,0.7395,0.2034,0.7109,0.2821,0.5203,0.2364,0.3597,0.2255,0.2623,0.2000,0.2405,0.1941,0.2938,0.2146,0.3885,0.2443,0.4543,0.2735,0.5087,0.3366
079978,29.9890,0.0642,0.0158,0.1020,0.0232,1683.7622,215.6683,1920.5452,153.6706,3650.1699,623.4344,0.0468,0.0222,-107.6635,22.3956,99.2986,11.2918,-1.9133,8.5172,14.7089,6.4068,10.8499,5.7504,6.6880,4.9930,4.8864,4.6467,2.7598,4.7363,3.1225,4.0704,-0.1952,4.2792,0.2236,4.1543,0.0443,3.7565,-0.7594,4.5482,0.5313,0.2029,0.5777,0.2112,0.6507,0.2133,0.6893,0.2335,0.6336,0.2148,0.6090,0.1993,0.6265,0.2188,0.6070,0.2200,0.5991,0.2057,0.5983,0.2152,0.6118,0.2294,0.5724,0.2271
079985,29.9770,0.1459,0.0715,0.0971,0.0586,1569.4189,593.1242,1609.7694,267.6164,3057.2722,954.5683,0.0103,0.0243,-155.0080,66.0481,81.0208,27.0151,-14.2052,25.2791,25.6074,17.5350,-6.8054,11.2737,-16.3576,13.6270,-11.3509,11.6744,-16.5741,9.7594,-16.8631,10.3266,-24.6272,10.2553,-30.2624,9.0726,-10.9878,9.1162,-0.8134,8.6000,0.2214,0.2640,0.1136,0.1611,0.1355,0.2609,0.0951,0.1491,0.1672,0.2697,0.0768,0.1178,0.1495,0.2003,0.4621,0.4263,0.2541,0.1820,0.4717,0.4100,0.2302,0.1846,0.2889,0.3295
079986,29.9770,0.2368,0.0516,0.0809,0.0302,1343.6436,477.5074,1641.8445,363.8722,2629.8526,1251.9325,0.0062,0.0114,-85.3031,48.2621,111.5294,29.3008,5.7037,17.8446,14.6505,22.2931,13.1604,11.4697,1.0307,11.7570,-10.3538,10.2183,-13.1072,11.8667,-2.6825,10.9707,-0.2561,8.7594,-5.1985,11.2868,-7.7636,11.3050,-6.2130,10.2958,0.1296,0.1079,0.2948,0.3609,0.2318,0.1871,0.5237,0.3603,0.2323,0.2217,0.1646,0.1978,0.2024,0.2510,0.3407,0.2973,0.4416,0.3795,0.1353,0.1156,0.1905,0.2279,0.3030,0.3198
079988,30.0000,0.1870,0.0714,0.0979,0.0343,1679.6958,411.8117,1908.7614,306.8522,3808.6104,1224.7467,0.0121,0.0174,-99.0696,54.4699,79.6045,18.6661,19.7283,14.0925,4.2621,12.3130,-17.5600,10.1867,-21.0002,8.4480,-32.0887,11.1113,-16.2027,7.5643,-10.6805,8.2750,-6.7222,7.4583,-6.2449,8.1259,-7.2458,7.7744,-6.2469,7.8954,0.1907,0.2134,0.0959,0.0944,0.4178,0.4012,0.1794,0.1841,0.1910,0.3057,0.0915,0.1121,0.1543,0.1473,0.2887,0.3320,0.1401,0.1432,0.2346,0.3310,0.1820,0.1711,0.5270,0.4086
079990,30.0000,0.2244,0.1115,0.1066,0.0783,1871.3337,530.6216,1994.1659,228.1255,4056.3699,1151.6928,0.0283,0.0395,-57.1502,39.2085,77.3631,29.2093,7.9837,16.5823,11.2593,24.7744,7.1172,16.3670,12.2461,10.2561,-4.7763,9.2257,4.7887,8.8407,4.9230,7.4383,6.3522,7.2945,1.5557,7.2358,-0.8424,5.5585,0.9008,4.8221,0.1892,0.1127,0.3418,0.1936,0.5618,0.2356,0.7170,0.2841,0.7321,0.2499,0.4817,0.2404,0.5039,0.2998,0.2450,0.1949,0.2215,0.1652,0.4284,0.3130,0.1967,0.1427,0.3434,0.2551
079995,29.9770,0.2768,0.0475,0.0535,0.0293,1042.1137,530.0020,1481.1456,401.3728,1920.6827,1230.8635,0.0024,0.0071,-119.4372,49.1569,123.8880,31.8075,30.5395,18.4170,20.2778,12.6890,3.6963,10.9333,-9.4264,9.8794,-7.6813,8.7515,-10.7048,10.3707,-9.6424,7.8643,-7.8411,8.3033,-8.6319,8.1525,-7.7103,8.6930,-8.4003,6.6507,0.2879,0.3272,0.1960,0.2543,0.1601,0.1883,0.2375,0.3262,0.2298,0.1391,0.4541,0.3797,0.1833,0.1498,0.2123,0.3051,0.2226,0.2249,0.4160,0.3985,0.2073,0.2278,0.1269,0.1314
080000,30.0000,0.1607,0.0641,0.0549,0.0292,1112.5731,457.5318,1539.5575,338.1809,2255.3805,1135.9300,0.0088,0.0174,-131.0868,76.0712,120.3260,25.2083,13.0347,14.7089,31.3066,14.0036,17.6298,9.2871,9.7666,11.1578,7.6356,9.8273,4.0287,8.3812,-0.2854,8.4478,4.4484,7.5384,-0.7151,6.0627,-4.1120,6.8800,-2.3642,6.5229,0.5298,0.3449,0.2962,0.2131,0.3139,0.3031,0.1926,0.1986,0.2222,0.2234,0.2456,0.2577,0.3301,0.2417,0.4868,0.3630,0.3016,0.2399,0.2594,0.2956,0.2540,0.2126,0.4906,0.3229
080001,30.0000,0.2169,0.0576,0.0634,0.0347,1193.9917,480.3672,1585.5408,366.9954,2463.6111,1186.8870,0.0129,0.0218,-74.5972,53.9442,124.9122,27.9720,9.5966,13.8247,21.7228,11.3514,9.3691,7.7089,8.1263,8.6614,7.2669,7.6595,3.4689,8.2688,4.5538,7.6874,-1.4117,7.5579,-1.9418,5.9496,-2.2580,6.4853,-1.1007,6.1048,0.1982,0.1553,0.2950,0.2240,0.4447,0.3401,0.3007,0.2344,0.3182,0.2863,0.3172,0.2573,0.5240,0.3335,0.3986,0.2754,0.4053,0.2328,0.5750,0.3446,0.3194,0.2061,0.3348,0.3241
080002,30.0000,0.1958,0.0453,0.0535,0.0314,1130.3458,548.5468,1561.5271,330.8371,2289.6788,1204.5684,0.0055,0.0111,-126.9488,53.1046,112.9740,27.1841,17.3989,19.5781,31.4261,15.2546,11.2917,11.5800,8.4307,11.5957,10.5811,10.7067,7.2106,9.4681,6.9402,10.8677,6.4358,12.0600,3.0173,9.6638,2.2147,9.5801,1.4872,7.1064,0.2705,0.2482,0.3528,0.3462,0.2571,0.2396,0.3596,0.3615,0.2796,0.2403,0.3506,0.3078,0.3946,0.3401,0.3174,0.2598,0.3493,0.3161,0.2642,0.2640,0.2867,0.2815,0.3420,0.3466
080003,30.0000,0.2586,0.0478,0.0633,0.0264,1135.7916,416.6823,1500.2469,345.4367,2330.5654,959.7077,0.0088,0.0153,-61.3350,50.0933,127.4256,25.1436,0.3917,13.9447,25.5044,14.0742,18.6430,10.0604,6.8489,8.4083,8.2410,7.8155,3.7470,7.8764,3.1039,6.9416,0.4307,8.9926,-2.3671,7.2102,-1.1197,6.9802,-0.7099,7.6067,0.3431,0.2595,0.2744,0.2019,0.4385,0.3252,0.3413,0.2177,0.4180,0.3540,0.2590,0.1934,0.4038,0.3000,0.4930,0.3151,0.3297,0.2291,0.3269,0.2968,0.2993,0.2269,0.4794,0.3407
080004,29.9770,0.2126,0.0513,0.0619,0.0220,1228.4626,377.2461,1599.0862,314.2183,2469.6171,908.5542,0.0089,0.0107,-76.0909,46.5344,117.7051,23.8138,-3.8164,15.0601,25.4337,13.2010,25.1718,10.2290,6.9092,11.2069,10.6145,8.1996,1.8593,7.8402,3.6617,8.2147,2.0029,8.2486,-2.6698,6.8224,-4.5544,6.4712,-5.3486,6.1818,0.2518,0.2091,0.3900,0.2981,0.4403,0.3084,0.3400,0.2592,0.4242,0.3343,0.3738,0.2574,0.4919,0.3488,0.3866,0.2998,0.3341,0.2564,0.3794,0.3230,0.2491,0.1981,0.2661,0.2619
080005,29.9770,0.1492,0.0515,0.0648,0.0449,1357.3997,584.9924,1685.6180,382.1240,2805.7797,1304.9422,0.0137,0.0283,-119.8852,66.4911,108.7068,28.2153,4.0589,18.3430,22.1656,17.4678,13.1580,11.1756,6.9263,11.1040,8.5047,9.7454,4.6902,8.6791,5.3338,9.3058,2.9175,9.1770,-0.5788,6.7878,-7.9560,7.2695,-6.6583,5.7901,0.2626,0.2005,0.2800,0.3043,0.2551,0.2482,0.3806,0.2909,0.5366,0.3768,0.3566,0.2766,0.3095,0.3037,0.2393,0.2119,0.3556,0.2624,0.3884,0.3719,0.3133,0.2015,0.4143,0.3063
080035,30.0000,0.1518,0.0352,0.1586,0.0576,2350.4518,424.7844,2228.5879,183.5310,5082.3977,667.3637,0.0869,0.0442,-21.9091,23.8363,60.8703,15.8259,18.1767,11.2652,27.8512,9.4864,6.1414,6.3193,16.2471,6.0215,7.0617,5.0758,7.3500,4.8982,-3.9799,5.3139,-4.8032,5.0526,0.2551,5.0677,0.0471,5.1613,-4.8162,4.3189,0.4013,0.1854,0.5005,0.2968,0.3626,0.1769,0.3909,0.2459,0.4393,0.2815,0.3937,0.2002,0.5352,0.3080,0.4597,0.1916,0.6031,0.3110,0.4334,0.2257,0.4014,0.2022,0.4478,0.2884
080293,30.0000,0.1524,0.0443,0.1869,0.1060,2779.1956,759.0082,2351.1307,214.2080,5701.9673,892.3130,0.0766,0.0736,-62.4499,39.4204,39.1522,23.1238,26.7226,19.6494,10.5287,17.6644,-1.5118,14.8326,19.9694,13.1903,10.5117,11.6069,-6.6194,10.7730,6.1650,10.5244,14.7069,9.7398,3.3694,8.4007,4.9188,8.0251,-1.0079,6.8878,0.3502,0.2902,0.4621,0.3324,0.4902,0.3197,0.4556,0.3395,0.3643,0.2865,0.3797,0.2859,0.4016,0.3228,0.3654,0.2962,0.3310,0.2630,0.3503,0.2907,0.3660,0.3101,0.3449,0.3004
080341,29.9770,0.1208,0.0539,0.1471,0.0477,1964.2963,434.0260,1779.6425,177.0433,3903.4318,750.3855,0.0356,0.0336,-86.6083,60.4129,76.8489,24.7998,-14.5465,14.1256,14.2149,15.5492,-9.3288,10.9892,4.0755,11.1395,-5.6028,9.8769,2.4620,9.7582,5.6072,11.0338,2.2534,6.7983,-5.2161,7.1039,-7.7142,7.1226,-6.9023,7.8752,0.2109,0.2233,0.2889,0.2644,0.4240,0.3082,0.2856,0.2738,0.3214,0.3112,0.4113,0.3512,0.4171,0.2953,0.5155,0.3830,0.3837,0.3063,0.3922,0.3294,0.2229,0.2243,0.1935,0.2010
080351,29.9770,0.3814,0.0776,0.1009,0.0310,1967.2682,288.5720,1869.1547,141.8935,4158.3428,600.3636,0.0087,0.0078,-38.0033,30.1221,40.9051,19.5759,-20.9108,13.0832,-5.4612,12.8334,-30.8840,9.9113,-17.0004,10.1077,-28.2793,9.8730,-13.5364,8.2551,-19.3092,8.3282,-19.6700,9.0585,-18.2022,13.5873,-0.0391,14.4159,8.1038,9.9494,0.0804,0.2033,0.0664,0.1835,0.0580,0.1606,0.2444,0.2011,0.6481,0.4097,0.1390,0.1412,0.0468,0.1340,0.0881,0.2262,0.1635,0.1882,0.3494,0.3978,0.2318,0.2976,0.1627,0.2003
080389,29.9770,0.1355,0.0242,0.0993,0.0112,1064.1625,90.7817,940.5733,74.5154,2115.5033,288.4021,0.0003,0.0002,-164.2073,17.9362,172.3454,6.8786,-68.1459,9.2287,42.5074,5.7533,-51.0838,7.1477,-36.6637,6.5497,-10.5424,5.0952,-21.9016,5.6240,0.3414,4.7213,-17.3810,4.3657,-15.9128,4.5498,-11.7137,3.8177,-20.8334,4.3131,0.3389,0.2786,0.0872,0.0639,0.0733,0.0623,0.0591,0.0575,0.1631,0.1737,0.0631,0.0597,0.1900,0.0536,0.9706,0.1184,0.2159,0.0672,0.0584,0.0506,0.0254,0.0191,0.0898,0.0665
080402,29.9770,0.0725,0.0084,0.1022,0.0216,1649.8065,165.9140,1673.4750,82.5089,3321.4631,321.0266,0.0329,0.0170,-103.6906,10.9102,95.3277,9.8593,-25.0140,5.3906,22.3823,4.9433,0.5774,4.7140,11.2449,3.8534,1.2795,3.4813,1.9952,3.5393,-2.9508,3.1084,-3.0694,3.2025,-4.8794,3.2160,-4.0048,3.1734,-5.1694,3.1715,0.2477,0.1452,0.4238,0.1377,0.8525,0.1686,0.4953,0.1378,0.4673,0.2118,0.2609,0.1148,0.2001,0.0981,0.2595,0.1085,0.4170,0.0932,0.9217,0.1251,0.5022,0.1190,0.3251,0.1547
080515,30.0000,0.1910,0.0583,0.0989,0.0522,1826.1913,381.9043,1895.2572,138.2837,3949.7685,522.6366,0.0295,0.0347,-54.9138,39.0870,69.5652,17.3267,7.0258,12.8743,53.9673,11.3645,0.6922,8.6857,17.1262,8.0043,3.5386,8.1237,7.2594,8.2128,7.6678,5.7974,9.9334,4.6048,0.3017,5.8095,2.7396,4.8974,1.9737,5.4102,0.3415,0.2739,0.2353,0.1818,0.2471,0.1720,0.3837,0.2363,0.6194,0.3271,0.4512,0.2740,0.2905,0.1701,0.3204,0.2312,0.4095,0.2413,0.5406,0.3799,0.4672,0.2851,0.4797,0.3352
080516,29.9890,0.2018,0.0291,0.0652,0.0277,1447.7335,378.6391,1717.4652,245.6812,3368.2453,752.5833,0.0170,0.0200,-65.8208,56.3355,95.6784,21.3559,2.4362,13.4807,53.2409,17.3782,0.1056,10.1440,21.4787,10.9326,5.8803,8.0226,11.4610,9.5345,1.0819,5.6915,3.0184,6.4818,1.8792,4.9895,-0.5950,4.1734,-0.7559,4.9491,0.3337,0.3029,0.3242,0.2983,0.2982,0.3075,0.2583,0.2238,0.4198,0.3158,0.3766,0.2803,0.2761,0.2186,0.3117,0.2778,0.4407,0.2217,0.7770,0.2943,0.4760,0.2244,0.2770,0.2087
080517,29.9890,0.2216,0.0460,0.1041,0.0392,1954.7212,515.4669,1999.8725,332.9563,4267.4407,1139.9556,0.0330,0.0275,-19.1899,38.8158,73.3924,25.4445,-5.0780,17.8855,26.6222,12.3376,9.6296,7.7305,14.2265,8.2320,7.2606,6.1724,4.0730,6.0328,-3.7422,6.4372,8.1163,5.3463,-1.3927,5.0020,-6.8600,4.6658,-1.5368,4.4624,0.3631,0.2564,0.2734,0.2568,0.3499,0.3146,0.4244,0.2081,0.6492,0.3168,0.5047,0.2638,0.3315,0.2073,0.2710,0.2341,0.2474,0.2010,0.2734,0.2861,0.3389,0.2524,0.5459,0.3592
080518,30.0000,0.2258,0.0473,0.1084,0.0556,2141.0775,679.7466,2203.4372,308.0629,4849.0139,1199.6057,0.0515,0.0579,-32.3344,48.7581,62.5183,23.2655,24.9660,12.5444,33.0742,12.1359,10.0254,7.2167,11.1903,7.9229,3.8009,7.8815,10.6364,7.7427,3.0981,6.6936,1.0766,6.3179,4.1794,5.6766,-1.9383,5.5087,-5.8880,5.4273,0.3458,0.1868,0.2311,0.2198,0.2459,0.2391,0.2471,0.2052,0.3584,0.3315,0.3017,0.2202,0.4020,0.3343,0.3535,0.3054,0.3478,0.2735,0.4023,0.3546,0.4099,0.2267,0.6707,0.3471
080519,29.9890,0.1756,0.0437,0.1047,0.0455,1827.4901,491.0618,1801.4047,298.1978,3780.8002,956.4647,0.0322,0.0359,-53.5793,61.9058,77.0832,26.2881,-3.8994,15.5573,59.1929,15.1899,1.6890,10.7942,11.2734,7.6006,5.8278,6.7128,4.5777,4.9236,1.8243,5.4590,3.8416,4.9316,-4.4636,5.0705,-7.6398,5.7442,-2.1398,4.2053,0.4433,0.2685,0.2239,0.2215,0.2283,0.2197,0.2927,0.1554,0.5951,0.3111,0.4027,0.2265,0.3066,0.2398,0.3523,0.3011,0.2706,0.1884,0.2782,0.2814,0.3229,0.1813,0.6885,0.3271
080520,29.9890,0.1537,0.0652,0.0795,0.0576,1422.9824,627.4402,1635.0941,407.9912,3079.8574,1325.4136,0.0187,0.0321,-117.3541,91.7919,100.4811,36.4621,2.6286,21.0276,44.9790,15.2229,11.5205,13.3355,16.0799,7.9194,4.9586,7.1474,10.0719,8.7005,6.3589,8.0881,-0.9091,8.1983,-5.3057,9.5113,0.4300,8.2648,-0.0454,6.7349,0.4643,0.3139,0.3374,0.2410,0.4402,0.2963,0.4315,0.2402,0.6397,0.3697,0.3937,0.2430,0.3008,0.2308,0.3479,0.2849,0.2549,0.2018,0.2709,0.2351,0.2950,0.1783,0.5656,0.3112
080611,29.9770,0.1956,0.0381,0.0429,0.0105,1032.1241,187.1092,1460.9401,146.4017,2267.7094,700.2282,0.0035,0.0021,-108.2171,19.7433,122.4864,15.9387,0.7805,8.0127,24.6764,11.7273,3.5419,8.7687,20.9165,6.8477,12.3405,3.9920,13.6227,5.1758,16.1575,5.1093,0.9090,5.6666,-8.3356,5.4540,3.7835,5.9941,-5.1445,4.2067,0.0954,0.0754,0.0491,0.0459,0.1500,0.1455,0.3612,0.3170,0.2152,0.1761,0.1808,0.2984,0.0983,0.1662,0.0587,0.0438,0.0750,0.0533,0.3133,0.1151,0.9319,0.1833,0.4132,0.1265
080680,29.9770,0.3329,0.1142,0.1534,0.0627,2071.8036,571.5912,1836.7184,296.6516,3997.7405,1050.9194,0.0295,0.0545,-19.8148,33.8177,61.9975,25.9794,-15.8683,15.3462,-3.6195,17.6300,-34.2405,13.2015,-25.9624,12.8870,-19.6401,10.0213,-18.7862,10.1980,0.0388,10.6813,-9.6659,8.5806,-12.4996,9.1886,-4.7492,8.8965,-15.5496,8.6153,0.1170,0.1656,0.1870,0.2857,0.2678,0.1905,0.6652,0.3706,0.2969,0.2918,0.1262,0.1829,0.1226,0.1554,0.3097,0.3076,0.2790,0.3277,0.1813,0.2109,0.4012,0.3429,0.2251,0.2587
080686,29.9770,0.4180,0.1109,0.1298,0.0364,1982.9252,385.4867,1734.3365,199.0466,3666.3054,772.3114,0.0147,0.0341,-12.0071,53.7966,54.2070,25.4867,-25.7803,15.3245,1.1609,16.0940,-35.0823,11.7304,-23.4275,13.8767,-8.7465,7.8226,-12.7154,10.2949,0.6005,10.0495,-1.7110,8.3523,-8.1067,9.8396,2.1472,9.2876,-14.9222,7.4769,0.1626,0.2343,0.1888,0.1719,0.6068,0.3677,0.2624,0.2340,0.3492,0.3586,0.3703,0.4189,0.1346,0.1680,0.1739,0.3108,0.1221,0.1814,0.2142,0.2695,0.0845,0.1220,0.1059,0.1547
080687,29.9770,0.3739,0.1227,0.1058,0.0548,1667.6764,601.1061,1716.7277,342.0249,3159.1599,1340.9794,0.0175,0.0429,-49.7016,38.8204,81.8315,29.6115,-11.1428,20.5917,-7.1315,20.9726,-22.5500,11.1503,-25.1802,16.0895,-15.8611,12.3385,-20.6450,9.1029,-5.4099,13.4390,-11.5716,8.2741,-19.6541,9.5141,-12.0647,10.5743,-6.9170,9.9193,0.1132,0.1766,0.1269,0.2249,0.0623,0.0986,0.0800,0.1486,0.0553,0.1274,0.1592,0.2341,0.3623,0.4060,0.2960,0.2288,0.5923,0.4209,0.2646,0.2608,0.2726,0.3380,0.2329,0.3040
080693,30.0000,0.3004,0.1188,0.1805,0.0464,2076.1051,288.7496,1540.4130,140.9630,3644.7978,406.5585,0.0170,0.0146,-29.2393,53.3103,50.2288,22.0908,-55.1096,17.7449,2.1286,16.5625,-40.9148,13.5209,-15.4426,18.6537,-15.6418,11.7046,-15.5613,15.7186,9.4295,13.7296,-7.2634,10.8486,-12.1555,10.4691,-9.3232,10.4407,-10.2547,9.5627,0.1740,0.2402,0.2271,0.2636,0.1229,0.1618,0.1280,0.2037,0.2765,0.3243,0.3202,0.2600,0.6301,0.3543,0.3549,0.2974,0.2204,0.2395,0.2587,0.2911,0.3675,0.3564,0.2399,0.2702
080694,30.0000,0.2826,0.0885,0.1666,0.0309,1980.8240,257.7281,1577.8892,176.8180,3633.5454,455.8879,0.0246,0.0258,-7.0841,38.3353,59.4627,16.1067,-51.6607,19.5624,1.0261,20.1130,-48.2283,11.2164,-23.5865,19.3936,-21.4052,9.5607,-24.6295,11.3271,2.0775,13.2408,-12.3690,7.8735,-13.0737,9.2928,-13.6396,8.3175,-13.6311,7.9268,0.2150,0.2112,0.1447,0.1744,0.1395,0.1244,0.3828,0.2820,0.4320,0.3034,0.3373,0.2315,0.4116,0.3764,0.3574,0.2519,0.6211,0.3753,0.3279,0.2876,0.1791,0.1675,0.3027,0.2802
080695,30.0000,0.2303,0.0822,0.2141,0.0616,2689.4438,455.2036,2130.8097,247.2716,5278.7097,829.8988,0.0691,0.0576,-11.2697,49.3698,41.9849,13.0390,-5.2486,22.8601,-14.7339,14.8289,-28.7547,13.1220,-6.5066,15.3561,-18.1791,7.8378,-10.9477,12.1248,-0.7526,11.6710,2.4844,8.0715,-7.8977,8.0694,2.9957,7.1841,-8.4165,8.1724,0.2691,0.2749,0.1543,0.1959,0.1718,0.1806,0.2262,0.2523,0.2523,0.2216,0.4628,0.3683,0.4316,0.3148,0.5124,0.3846,0.3294,0.3095,0.2525,0.2351,0.2450,0.2890,0.2307,0.2399
080696,29.9770,0.2139,0.1107,0.1629,0.0389,1976.1124,259.0123,1618.4553,140.5136,3659.0098,369.7035,0.0147,0.0119,-65.5924,55.5355,58.7921,19.5617,-44.6366,15.9065,-5.4802,20.5285,-43.9724,10.4773,-15.4813,16.6469,-21.6648,9.1752,-30.4240,11.2331,6.1416,14.5402,-5.4307,10.6566,-11.5080,8.7607,-15.5453,9.3349,-10.0051,8.5477,0.1663,0.2165,0.2134,0.2960,0.1177,0.1420,0.2444,0.2885,0.2295,0.2766,0.2915,0.2870,0.4941,0.3776,0.3475,0.2870,0.4455,0.3964,0.1967,0.2084,0.2128,0.2850,0.1548,0.1793
080697,29.9770,0.3300,0.1250,0.1619,0.0356,2031.1482,253.5622,1550.3288,156.5505,3565.2181,446.8374,0.0210,0.0279,-18.2160,50.8313,48.9446,18.1151,-59.6275,17.5587,-4.0589,16.8205,-46.5430,11.0216,-25.8624,13.1020,-15.6573,11.9940,-8.0773,13.3897,6.4618,12.0084,-12.3923,9.3964,-11.3113,10.2407,-5.6600,8.7526,-4.5799,9.2057,0.1730,0.2318,0.1258,0.1620,0.1559,0.2248,0.1846,0.2225,0.3995,0.3643,0.2264,0.2231,0.2864,0.3333,0.2493,0.2868,0.2607,0.2417,0.4416,0.4102,0.2677,0.2717,0.3540,0.3452
080751,29.9770,0.0598,0.0223,0.1059,0.0316,1266.6802,218.3920,1232.0102,164.4910,2323.8561,576.1119,0.0040,0.0038,-202.7296,49.8692,130.0334,19.4385,-41.4002,12.6911,1.0032,13.1185,-24.5598,9.4473,-12.3653,8.6210,-15.3630,8.1602,-17.7065,7.9649,-13.2953,7.9462,-7.9527,7.7228,-1.3097,7.4750,3.0654,7.6463,9.6695,8.3819,0.4829,0.3318,0.2532,0.2299,0.2211,0.2662,0.1678,0.1878,0.2670,0.3078,0.2430,0.2777,0.2028,0.2024,0.1122,0.1287,0.2568,0.2539,0.3903,0.3335,0.3099,0.2267,0.6132,0.3484
